Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4f14.5p"	"2P*"	"1/2"	""	"0"	""	
"Pt XVII (4f14 1S<0>)"	"Limit"	"---"	"("	"2890000"	")"	
