Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"3p"	"2P*"	"1/2"	""	"0"	""	
"Sn XXXIX (3s2 1S<0>)"	"Limit"	"---"	"["	"20155000"	"]"	
