Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"1s"	"2S"	"1/2"	""	"0"	""	
"2p"	"2P*"	"1/2"	"("	"807233000"	")"	
"2p"	"2P*"	"3/2"	"("	"846020500"	")"	
"2s"	"2S"	"1/2"	"("	"807880000"	")"	
"3p"	"2P*"	"1/2"	"("	"969130000"	")"	
"3p"	"2P*"	"3/2"	"("	"980718000"	")"	
"3s"	"2S"	"1/2"	"("	"969353000"	")"	
"3d"	"2D"	"3/2"	"("	"980701800"	")"	
"3d"	"2D"	"5/2"	"("	"983640500"	")"	
""	"Limit"	"---"	"("	"1090480000"	")"	
