Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"3d5"	"6S"	"5/2"	""	"0"	""	
"Ba XXXV (3d4 5D<0>)"	"Limit"	"---"	"("	"17276000"	")"	
"3d5"	"2G"	"7/2"	""	""	""	
"3d5"	"4G"	"9/2"	""	""	""	
"3d5"	"4G"	"11/2"	""	""	""	
