Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4f2.5s2.5p3"	"*"	""	""	"0"	""	
"Nd IX (4f2.5s2.5p2)"	"Limit"	"---"	"("	"923000"	")"	
