Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4f13.5p6"	"2F*"	"7/2"	""	"0"	""	
"Ta VIII (4f13.5p5)"	"Limit"	"---"	"("	"957000"	")"	
