Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4f2"	"3H"	"4"	""	"0"	""	
"Pu XLVIII (4f 2F*<5/2>)"	"Limit"	"---"	"("	"18600000"	")"	
