Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4f5.5s2.5p2"	"*"	""	""	"0"	""	
"Gd XI (4f5.5s2.5p)"	"Limit"	"---"	"("	"1330000"	")"	
