Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4d10.4f5"	"6H*"	"5/2"	""	"0"	""	
"4d10.4f4.(5I).5s"	"6I"	"7/2"	"("	"660000"	")"	
"W XXV (4f4 5I<4>)"	"Limit"	"---"	"["	"5530000"	"]"	
