Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"5f7.7s2"	"8S*"	"7/2"	""	"0"	""	
"Cm III (5f8 7F<6>)"	"Limit"	"---"	"["	"100000"	"]"	
