Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4f7.5s2.5p3"	""	""	""	"0"	""	
"Tb IX (4f7.5s2.5p2*)"	"Limit"	"---"	"("	"1007000"	")"	
