Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"5f12.7s2"	"3H"	"6"	""	"0"	""	
"Fm II (5f12.7s 4H<13/2>)"	"Limit"	"---"	"["	"52400"	"]"	
