Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4f5.5s2.5p5"	""	""	""	"0"	""	
"Eu VII (4f5.5s2.5p4*)"	"Limit"	"---"	"("	"714000"	")"	
