Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"3p2"	"3P"	"0"	""	"0"	""	
"Rn LXXIV (3p 2P*<1/2>)"	"Limit"	"---"	"("	"77494000"	")"	
