Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"1s"	"2S"	"1/2"	""	"0"	""	
"2p"	"2P*"	"1/2"	"("	"528642100"	")"	
"2p"	"2P*"	"3/2"	"("	"544714390"	")"	
"2s"	"2S"	"1/2"	"("	"528875000"	")"	
"3p"	"2P*"	"1/2"	"("	"631621000"	")"	
"3p"	"2P*"	"3/2"	"("	"636411000"	")"	
"3s"	"2S"	"1/2"	"("	"631695000"	")"	
"3d"	"2D"	"3/2"	"("	"636403300"	")"	
"3d"	"2D"	"5/2"	"("	"637747600"	")"	
""	"Limit"	"---"	"("	"710684000"	")"	
