Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"1s"	"2S"	"1/2"	""	"0"	""	
"2p"	"2P*"	"1/2"	"("	"912394000"	")"	
"2p"	"2P*"	"3/2"	"("	"962633700"	")"	
"2s"	"2S"	"1/2"	"("	"913330000"	")"	
"3p"	"2P*"	"1/2"	"("	"1097560000"	")"	
"3p"	"2P*"	"3/2"	"("	"1112580000"	")"	
"3s"	"2S"	"1/2"	"("	"1097891000"	")"	
"3d"	"2D"	"3/2"	"("	"1112560400"	")"	
"3d"	"2D"	"5/2"	"("	"1116219000"	")"	
""	"Limit"	"---"	"("	"1235030000"	")"	
