Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"5s2.5p6"	"1S"	"0"	""	"0"	""	
"Pr VII (4f.5s2.5p4*)"	"Limit"	"---"	"("	"663000"	")"	
