Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4p2"	"3P"	"0"	""	"0"	""	
"Er XXXVIII (4p 2P*<1/2>)"	"Limit"	"---"	"("	"13107000"	")"	
