Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4f14"	"1S"	"0"	""	"0"	""	
"Cm XXXVIII (4f13 2F*<7/2>)"	"Limit"	"---"	"("	"11940000"	")"	
