Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"1s2"	"1S"	"0"	""	"0"	""	
"1s.2s"	"3S"	"1"	"("	"794201300"	")"	
"1s.2p"	"3P*"	"1"	"("	"795361600"	")"	
"1s.2p"	"3P*"	"0"	"("	"796290600"	")"	
"1s.2p"	"3P*"	"2"	"("	"832505400"	")"	
"1s.2s"	"1S"	"0"	"("	"796317200"	")"	
"1s.2p"	"1P*"	"1"	"("	"833110300"	")"	
"1s.3p"	"3P*"	"2"	"("	"964555500"	")"	
"Np XCIII (1s 2S<1/2>)"	"Limit"	"---"	"("	"1072000000"	")"	
