Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4f14"	"1S"	"0"	""	"0"	""	
"Hf VI (4f13.5p6 2F*<7/2>)"	"Limit"	"---"	"["	"551480"	"]"	
