Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"2p2"	"3P"	"0"	""	"0"	""	
"Pb LXXVIII (2p 2P*<1/2>)"	"Limit"	"---"	"("	"189234000"	")"	
