Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"2p6"	"1S"	"0"	""	"0"	""	
"Bk LXXXIX (2p5 2P*<3/2>)"	"Limit"	"---"	"("	"228876000"	")"	
