Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4f14"	"1S"	"0"	""	"0"	""	
"Pa XXV (4f14.5p5 2P*<3/2>)"	"Limit"	"---"	"("	"5551000"	")"	
