Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4f11.5s2"	"4I*"	"15/2"	""	"0"	""	
"Yb XIII (4f10.5s2)"	"Limit"	"---"	"("	"1970000"	")"	
