Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4f3.5s2.5p4"	"*"	""	""	"0"	""	
"Pm VIII (4f3.5s2.5p3)"	"Limit"	"---"	"("	"814000"	")"	
