Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"3s2.3p"	"2P*"	"1/2"	""	"0"	""	
"3s2.3p"	"2P*"	"3/2"	""	"73640."	"+d"	
"3s.3p2"	"2P"	"3/2"	""	"677430."	"+d"	
"3s2.3d"	"2D"	"3/2"	""	"759820."	""	
"3s2.3d"	"2D"	"5/2"	""	"770160."	"+d"	
"Se XXIII (3s2 1S<0>)"	"Limit"	"---"	"["	"7151000"	"]"	
