Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"5f11.7s"	"5I*"	"8"	""	"0"	""	
"Es III (5f11 4I*<15/2>)"	"Limit"	"---"	"["	"98000"	"]"	
