Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"1s"	"2S"	"1/2"	""	"0"	""	
"2p"	"2P*"	"1/2"	"("	"443402000"	")"	
"2p"	"2P*"	"3/2"	"("	"454595650"	")"	
"2s"	"2S"	"1/2"	"("	"443566500"	")"	
"3p"	"2P*"	"1/2"	"("	"529052000"	")"	
"3p"	"2P*"	"3/2"	"("	"532385200"	")"	
"3s"	"2S"	"1/2"	"("	"529102000"	")"	
"3d"	"2D"	"3/2"	"("	"532379530"	")"	
"3d"	"2D"	"5/2"	"("	"533342980"	")"	
""	"Limit"	"---"	"("	"595272200"	")"	
