Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"1s2"	"1S"	"0"	""	"0"	""	
"1s.2s"	"3S"	"1"	"("	"855389400"	")"	
"1s.2p"	"3P*"	"1"	"("	"856541800"	")"	
"1s.2p"	"3P*"	"0"	"("	"857620100"	")"	
"1s.2p"	"3P*"	"2"	"("	"900013500"	")"	
"1s.2s"	"1S"	"0"	"("	"857703700"	")"	
"1s.2p"	"1P*"	"1"	"("	"900650400"	")"	
"1s.3p"	"3P*"	"2"	"("	"1041007000"	")"	
"Cm XCVI (1s 2S<1/2>)"	"Limit"	"---"	"("	"1155880000"	")"	
