Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"3p6.3d7"	"4F"	"9/2"	""	"0"	""	
"Se XI (3d6 5D<4>)"	"Limit"	"---"	"("	"2057000"	")"	
