Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4p2"	"3P"	"0"	""	"0"	""	
"Ce XXVIII (4p 2P*<1/2>)"	"Limit"	"---"	"("	"7453000"	")"	
