Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4f"	"2F*"	"5/2"	""	"0"	""	
"Tl XXXVI (4d10 1S<0>)"	"Limit"	"---"	"("	"10900000"	")"	
