Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"3d5"	"6S"	"5/2"	""	"0"	""	
"Cs XXXIV (3d4 5D<0>)"	"Limit"	"---"	"("	"16365000"	")"	
