Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"2s2"	"1S"	"0"	""	"0"	""	
"Hg LXXVIII (2s 2S<1/2>)"	"Limit"	"---"	"("	"186863000"	")"	
