Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4f7"	"8S*"	"7/2"	""	"0"	""	
"Th XXXIX (4f6 7F<0>)"	"Limit"	"---"	"("	"12910000"	")"	
