Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"5f.6p6"	"2F*"	"5/2"	""	"0"	""	
"Pa VI (6p6 1S<0>)"	"Limit"	"---"	"("	"357000"	")"	
