Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"3d7"	"4F"	"9/2"	""	"0"	""	
"Po LXI (3d-4.3d+2 (0,4)<4>)"	"Limit"	"---"	"("	"50394000"	")"	
