Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"2s2.2p3"	"4S*"	"3/2"	""	"0"	""	
"As XXVIII (2p2 3P<0>)"	"Limit"	"---"	"["	"22312000"	"]"	
