Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"3p4"	"3P"	"2"	""	"0"	""	
"Pm XLVII (3p3 2P*<3/2>)"	"Limit"	"---"	"("	"29988000"	")"	
