Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4d2"	"3F"	"2"	""	"0"	""	
"4d2"	"3F"	"3"	""	"141310"	""	
"4d2"	"3F"	"4"	""	"308530"	""	
"4d2"	"3P"	"0"	""	"67780"	""	
"4d2"	"3P"	"2"	""	"174130"	""	
"4d2"	"3P"	"1"	""	"184610"	""	
"4d2"	"1G"	"4"	""	"182760"	"?"	
"4d2"	"1D"	"2"	""	"331480"	""	
"4d2"	"1S"	"0"	"["	"407000"	"]"	
"4d.4f"	"3G*"	"3"	""	"1847100"	""	
"W XXXVIII (4d 2D<3/2>)"	"Limit"	"---"	"["	"12656000"	"]"	
"W XXXVIII (4d 2D<5/2>)"	"Limit"	"---"	"["	"12811000"	"]"	
