Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"3p6.3d8"	"3F"	"4"	""	"0"	""	
"Br XI (3d7 4F<9/2>)"	"Limit"	"---"	"("	"2105000"	")"	
