Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"1s"	"2S"	"1/2"	""	"0"	""	
"2p"	"2P*"	"1/2"	"("	"391652810"	")"	
"2p"	"2P*"	"3/2"	"("	"400333120"	")"	
"2s"	"2S"	"1/2"	"("	"391782200"	")"	
"3p"	"2P*"	"1/2"	"("	"466925400"	")"	
"3p"	"2P*"	"3/2"	"("	"469509400"	")"	
"3s"	"2S"	"1/2"	"("	"466965000"	")"	
"3d"	"2D"	"3/2"	"("	"469504520"	")"	
"3d"	"2D"	"5/2"	"("	"470264470"	")"	
""	"Limit"	"---"	"("	"525366400"	")"	
