Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"1s"	"2S"	"1/2"	""	"0"	""	
"2p"	"2P*"	"1/2"	"("	"278552450"	")"	
"2p"	"2P*"	"3/2"	"("	"282885844"	")"	
"2s"	"2S"	"1/2"	"("	"278622230"	")"	
"3p"	"2P*"	"1/2"	"("	"331511300"	")"	
"3p"	"2P*"	"3/2"	"("	"332799300"	")"	
"3s"	"2S"	"1/2"	"("	"331532600"	")"	
"3d"	"2D"	"3/2"	"("	"332797001"	")"	
"3d"	"2D"	"5/2"	"("	"333190411"	")"	
""	"Limit"	"---"	"("	"372997250"	")"	
