Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4f4.5s2.5p4"	""	""	""	"0"	""	
"Sm VIII (4f4.5s2.5p3*)"	"Limit"	"---"	"("	"830000"	")"	
