Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"1s"	"2S"	"1/2"	""	"0"	""	
"2p"	"2P*"	"1/2"	"("	"332297040"	")"	
"2p"	"2P*"	"3/2"	"("	"338502585"	")"	
"2s"	"2S"	"1/2"	"("	"332392800"	")"	
"3p"	"2P*"	"1/2"	"("	"395798400"	")"	
"3p"	"2P*"	"3/2"	"("	"397643900"	")"	
"3s"	"2S"	"1/2"	"("	"395827500"	")"	
"3d"	"2D"	"3/2"	"("	"397640710"	")"	
"3d"	"2D"	"5/2"	"("	"398194530"	")"	
""	"Limit"	"---"	"("	"445333400"	")"	
