Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"5s2.4f"	"2F*"	"5/2"	""	"0"	""	
"Nd XIII (5s2 1S<0>)"	"Limit"	"---"	"("	"1570000"	")"	
