Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4d10.4f3"	"4I*"	"9/2"	""	"0"	""	
"4d10.4f2.(3H).5s"	"4H"	"7/2"	"("	"910000"	")"	
"W XXVII (4f2 3H<4>)"	"Limit"	"---"	"["	"6327000"	"]"	
