Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"3p6"	"1S"	"0"	""	"0"	""	
"3p5.3d"	"3P*"	"1"	"["	"794300"	"]"	
"3p5.3d"	"3D*"	"1"	"["	"924370"	"]"	
"3p5.3d"	"1P*"	"1"	""	"1137010"	""	
"Sr XXII (3p5 2P*<3/2>)"	"Limit"	"---"	"["	"7520000"	"]"	
