Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4f10"	"5I"	"8"	""	"0"	""	
"Cf XLIV (4f9 6H*<15/2>)"	"Limit"	"---"	"("	"15820000"	")"	
