Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"3p6.3d2"	"3F"	"2"	""	"0"	""	
"3p6.3d2"	"3F"	"4"	""	"16100."	"+d"	
"3p6.3d.4f"	"3G*"	"5"	""	"2460500."	"+d"	
"Br XVII (3d 2D<3/2>)"	"Limit"	"---"	"("	"4275000"	")"	
