Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"3d4"	"5D"	"2"	""	""	""	
"3d4"	"5D"	"0"	""	"0"	""	
"3d4"	"5D"	"3"	""	""	""	
"Ba XXXVI (3d3 4F<3/2>)"	"Limit"	"---"	"("	"18196000"	")"	
