Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4f6.5s2.5p4"	""	""	""	"0"	""	
"Gd VIII (4f6.5s2.5p3*)"	"Limit"	"---"	"("	"853000"	")"	
