Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"1s"	"2S"	"1/2"	""	"0"	""	
"2p"	"2P*"	"1/2"	"("	"221057407"	")"	
"2p"	"2P*"	"3/2"	"("	"223768444"	")"	
"2s"	"2S"	"1/2"	"("	"221104130"	")"	
"3p"	"2P*"	"1/2"	"("	"262857800"	")"	
"3p"	"2P*"	"3/2"	"("	"263663000"	")"	
"3s"	"2S"	"1/2"	"("	"262871900"	")"	
"3d"	"2D"	"3/2"	"("	"263661611"	")"	
"3d"	"2D"	"5/2"	"("	"263912201"	")"	
""	"Limit"	"---"	"("	"295748840"	")"	
