Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"5f9.7s"	"7H*"	"8"	""	"0"	""	
"Bk III (5f9 6H*<15/2>)"	"Limit"	"---"	"["	"96000"	"]"	
