Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4f14"	"1S"	"0"	""	"0"	""	
"Es XXXIX (4f14.5s 2S<1/2>)"	"Limit"	"---"	"("	"11960000"	")"	
