Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"1s"	"2S"	"1/2"	""	"0"	""	
"2p"	"2P*"	"1/2"	"("	"484843950"	")"	
"2p"	"2P*"	"3/2"	"("	"498293270"	")"	
"2s"	"2S"	"1/2"	"("	"485039400"	")"	
"3p"	"2P*"	"1/2"	"("	"578881000"	")"	
"3p"	"2P*"	"3/2"	"("	"582887300"	")"	
"3s"	"2S"	"1/2"	"("	"578943000"	")"	
"3d"	"2D"	"3/2"	"("	"582881100"	")"	
"3d"	"2D"	"5/2"	"("	"584022800"	")"	
""	"Limit"	"---"	"("	"651340300"	")"	
