Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"1s"	"2S"	"1/2"	""	"0"	""	
"2p"	"2P*"	"1/2"	"("	"574906000"	")"	
"2p"	"2P*"	"3/2"	"("	"594020250"	")"	
"2s"	"2S"	"1/2"	"("	"575184700"	")"	
"3p"	"2P*"	"1/2"	"("	"687421000"	")"	
"3p"	"2P*"	"3/2"	"("	"693120000"	")"	
"3s"	"2S"	"1/2"	"("	"687511000"	")"	
"3d"	"2D"	"3/2"	"("	"693110700"	")"	
"3d"	"2D"	"5/2"	"("	"694684300"	")"	
""	"Limit"	"---"	"("	"773471100"	")"	
