Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4f11.5p6"	"4I*"	"15/2"	""	"0"	""	
"Tm VI (4f11.5p5 5I<8>)"	"Limit"	"---"	"["	"527700"	"]"	
