Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4f14.5p4"	"3P"	"2"	""	"0"	""	
"Fm XXXVI (4f14.5p3 2P*<3/2>)"	"Limit"	"---"	"("	"9610000"	")"	
