Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"3p4"	"3P"	"2"	""	"0"	""	
"Te XXXVIII (3p3 4S*<3/2>)"	"Limit"	"---"	"("	"19938000"	")"	
