Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"4f14.5p2"	"3P"	"0"	""	"0"	""	
"Os XIV (4f13.5p2 4F*<7/2>)"	"Limit"	"---"	"("	"2170000"	")"	
