Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"5f4.6d.7s2"	"6L"	"11/2"	""	"0"	""	
"Np II (5f4.6d.7s 7L<5>)"	"Limit"	"---"	""	"50535.54"	""	
