Configuration	Term	J	Prefix	Level (cm-1)	Suffix
"1s"	"2S"	"1/2"	""	"0"	""	
"2p"	"2P*"	"1/2"	"("	"178697551"	")"	
"2p"	"2P*"	"3/2"	"("	"180460479"	")"	
"2s"	"2S"	"1/2"	"("	"178730030"	")"	
"3p"	"2P*"	"1/2"	"("	"212354000"	")"	
"3p"	"2P*"	"3/2"	"("	"212877410"	")"	
"3s"	"2S"	"1/2"	"("	"212363900"	")"	
"3d"	"2D"	"3/2"	"("	"212876499"	")"	
"3d"	"2D"	"5/2"	"("	"213041594"	")"	
""	"Limit"	"---"	"("	"238923010"	")"	
